recipe_id,name,cuisine,category,ingredients,steps,calories,veg,flavor_profile,season,suitable_for_diabetes,suitable_for_bp,suitable_for_heart_condition,ingredients_length,steps_length,health_tags
6504,chicken patties 104,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",126,0,sweet,all,0,1.0,0,5,9,bp
6505,chicken patties 105,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",184,0,sweet,all,0,1.0,0,5,9,bp
6506,zarda cake 106,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",142,0,sweet,all,0,1.0,0,5,9,bp
6507,chicken pie 107,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",426,0,sweet,all,0,0.0,0,5,9,
6508,vegetable puff 108,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",229,0,sweet,all,0,1.0,0,5,9,bp
6509,pistachio cake 109,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",321,0,sweet,all,0,1.0,0,5,9,bp
6510,cheese straws 110,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",191,0,sweet,all,0,1.0,0,5,9,bp
6511,vegetable puff 111,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",266,0,sweet,all,0,1.0,0,5,9,bp
6512,pistachio cake 112,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",303,0,sweet,all,0,1.0,0,5,9,bp
6513,almond macaroons 113,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",320,0,sweet,all,0,1.0,0,5,9,bp
6514,cheese straws 114,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",401,0,sweet,all,0,0.0,0,5,9,
6515,vegetable puff 115,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",224,0,sweet,all,0,1.0,0,5,9,bp
6516,nan khatai 116,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",121,0,sweet,all,0,1.0,0,5,9,bp
6517,nan khatai 117,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",300,0,sweet,all,0,1.0,0,5,9,bp
6518,chicken pie 118,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",485,0,sweet,all,0,0.0,0,5,9,
6519,almond macaroons 119,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",232,0,sweet,all,0,1.0,0,5,9,bp
6520,bakery biscuit 120,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",167,0,sweet,all,0,1.0,0,5,9,bp
6521,chicken patties 121,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",439,0,sweet,all,0,0.0,0,5,9,
6522,almond macaroons 122,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",542,0,sweet,all,0,0.0,0,5,9,
6523,cake rusk 123,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",205,0,sweet,all,0,1.0,0,5,9,bp
6524,pistachio cake 124,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",189,0,sweet,all,0,1.0,0,5,9,bp
6525,cake rusk 125,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",192,0,sweet,all,0,1.0,0,5,9,bp
6526,chicken pie 126,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",421,0,sweet,all,0,0.0,0,5,9,
6527,cake rusk 127,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",170,0,sweet,all,0,1.0,0,5,9,bp
6528,vegetable puff 128,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",469,0,sweet,all,0,0.0,0,5,9,
6529,pistachio cake 129,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",167,0,sweet,all,0,1.0,0,5,9,bp
6530,chicken patties 130,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",238,0,sweet,all,0,1.0,0,5,9,bp
6531,cake rusk 131,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",475,0,sweet,all,0,0.0,0,5,9,
6532,zarda cake 132,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",341,0,sweet,all,0,1.0,0,5,9,bp
6533,cake rusk 133,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",409,0,sweet,all,0,0.0,0,5,9,
6534,chicken pie 134,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",579,0,sweet,all,0,0.0,0,5,9,
6535,cheese straws 135,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",145,0,sweet,all,0,1.0,0,5,9,bp
6536,nan khatai 136,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",213,0,sweet,all,0,1.0,0,5,9,bp
6537,almond macaroons 137,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",460,0,sweet,all,0,0.0,0,5,9,
6538,zarda cake 138,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",557,0,sweet,all,0,0.0,0,5,9,
6539,almond macaroons 139,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",556,0,sweet,all,0,0.0,0,5,9,
6540,zarda cake 140,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",150,0,sweet,all,0,1.0,0,5,9,bp
6541,chicken patties 141,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",205,0,sweet,all,0,1.0,0,5,9,bp
6542,chicken patties 142,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",504,0,sweet,all,0,0.0,0,5,9,
6543,pistachio cake 143,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",544,0,sweet,all,0,0.0,0,5,9,
6544,chicken pie 144,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",349,0,sweet,all,0,1.0,0,5,9,bp
6545,cake rusk 145,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",237,0,sweet,all,0,1.0,0,5,9,bp
6546,chicken pie 146,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",459,0,sweet,all,0,0.0,0,5,9,
6547,nan khatai 147,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",158,0,sweet,all,0,1.0,0,5,9,bp
6548,bakery biscuit 148,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",533,0,sweet,all,0,0.0,0,5,9,
6549,pistachio cake 149,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",341,0,sweet,all,0,1.0,0,5,9,bp
6550,chicken pie 150,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",171,0,sweet,all,0,1.0,0,5,9,bp
6551,chicken patties 151,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",454,0,sweet,all,0,0.0,0,5,9,
6552,cake rusk 152,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",558,0,sweet,all,0,0.0,0,5,9,
6553,zarda cake 153,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",516,0,sweet,all,0,0.0,0,5,9,
6554,bakery biscuit 154,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",256,0,sweet,all,0,1.0,0,5,9,bp
6555,bakery biscuit 155,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",450,0,sweet,all,0,0.0,0,5,9,
6556,almond macaroons 156,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",295,0,sweet,all,0,1.0,0,5,9,bp
6557,cheese straws 157,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",475,0,sweet,all,0,0.0,0,5,9,
6558,zarda cake 158,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",226,0,sweet,all,0,1.0,0,5,9,bp
6559,vegetable puff 159,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",133,0,sweet,all,0,1.0,0,5,9,bp
6560,cake rusk 160,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",447,0,sweet,all,0,0.0,0,5,9,
6561,zarda cake 161,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",380,0,sweet,all,0,1.0,0,5,9,bp
6562,nan khatai 162,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",412,0,sweet,all,0,0.0,0,5,9,
6563,zarda cake 163,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",174,0,sweet,all,0,1.0,0,5,9,bp
6564,cake rusk 164,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",249,0,sweet,all,0,1.0,0,5,9,bp
6565,cake rusk 165,Pakistani,baked item,"flour, sugar, butter, baking powder, eggs/milk","1. preheat oven to 180°c. 2. cream butter and sugar, then add dry ingredients. 3. shape or pour into a tin. 4. bake for 20-30 minutes until golden.",120,0,sweet,all,0,1.0,0,5,9,bp
