recipe_id,name,cuisine,category,ingredients,steps,calories,veg,health_tags,flavor_profile,season,suitable_for_diabetes,suitable_for_bp,suitable_for_heart_condition
5131,Sattu,Pakistani,Drink,"Water/Milk, Salt, Ice/Heat, Saffron",1. Mix base ingredients. 2. Boil if hot drink or blend with ice if cold. 3. Adjust sweetness and serve.,203,yes,"sweet, traditional",Sweet,All,yes,yes,yes
5132,Sattu,Pakistani,Drink,"Water/Milk, Salt, Ice/Heat, Saffron",1. Mix base ingredients. 2. Boil if hot drink or blend with ice if cold. 3. Adjust sweetness and serve.,207,yes,"sweet, traditional",Sweet,All,yes,yes,yes
5133,Masala Chai,Pakistani,Drink,"Water/Milk, Salt, Ice/Heat, Saffron",1. Mix base ingredients. 2. Boil if hot drink or blend with ice if cold. 3. Adjust sweetness and serve.,218,yes,"sweet, traditional",Sweet,Winter,yes,yes,yes
5134,Falooda,Pakistani,Drink,"Water/Milk, Salt, Ice/Heat, Saffron",1. Mix base ingredients. 2. Boil if hot drink or blend with ice if cold. 3. Adjust sweetness and serve.,119,yes,"sweet, traditional",Sweet,Summer,yes,yes,yes
5135,Namak Pare,Pakistani,Snack,"Flour/Besan, Garlic, Oil for frying, Spices","1. In a large bowl, mix the base ingredients with spices like cumin and chili. 2. Add water slowly to achieve a thick, smooth consistency. 3. Dip the prepared fillings into the batter, ensuring even coating. 4. Heat oil in a deep pan and carefully drop the pieces. 5. Fry on medium heat until golden brown and crispy. 6. Drain excess oil and serve with Namak Pare specific chutneys.",414,yes,"spicy, traditional",Spicy,All,no,maybe,no
5136,Mutton Nihari,Pakistani,Main Course,"1kg Mutton, 2 Garlic, 1 tbsp Ajwain, Oil, Salt",1. Sear meat with ginger-garlic. 2. Add spices and tomatoes. 3. Slow cook until tender. 4. Garnish and serve.,507,no,"spicy, traditional",Spicy,All,no,maybe,no
5137,Prawns Kofta,Pakistani,Main Course,"1kg Prawns, 2 Lemon, 1 tbsp Garam Masala, Oil, Salt",1. Sear meat with ginger-garlic. 2. Add spices and tomatoes. 3. Slow cook until tender. 4. Garnish and serve.,546,no,"spicy, traditional",Spicy,All,no,maybe,no
5138,Jalebi,Pakistani,Dessert,"2 cups Cream, 1 cup Sugar, Cardamom, Saffron, Nuts",1. Bring milk or water to a rolling boil in a heavy-bottomed pot. 2. Add sugar and stir continuously until fully dissolved. 3. Incorporate the primary flavorings like cardamom or saffron. 4. Lower the heat and simmer until the mixture thickens to the desired consistency. 5. Garnish with chopped nuts and raisins before serving warm or chilled.,424,yes,"sweet, traditional",Sweet,All,no,maybe,no
5139,Kheer,Pakistani,Dessert,"2 cups Butter, 1 cup Sugar, Cardamom, Saffron, Nuts",1. Bring milk or water to a rolling boil in a heavy-bottomed pot. 2. Add sugar and stir continuously until fully dissolved. 3. Incorporate the primary flavorings like cardamom or saffron. 4. Lower the heat and simmer until the mixture thickens to the desired consistency. 5. Garnish with chopped nuts and raisins before serving warm or chilled.,417,yes,"sweet, traditional",Sweet,All,no,maybe,no
5140,Aloo Paratha,Pakistani,Bread,"500g Wheat/All-purpose flour, 1 cup Water, 2 tbsp Butter, Salt","1. Sieve the flour and add salt and water gradually. 2. Knead into a soft, elastic dough and apply a thin layer of oil. 3. Cover with a damp cloth and rest for 30-45 minutes. 4. Divide into equal balls, roll into circles with a rolling pin. 5. Cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp Butter.",317,yes,"savory, traditional",Savory,All,yes,yes,yes
5141,Roll Paratha,Pakistani,Snack,"Flour/Besan, Ginger, Oil for frying, Spices","1. In a large bowl, mix the base ingredients with spices like cumin and chili. 2. Add water slowly to achieve a thick, smooth consistency. 3. Dip the prepared fillings into the batter, ensuring even coating. 4. Heat oil in a deep pan and carefully drop the pieces. 5. Fry on medium heat until golden brown and crispy. 6. Drain excess oil and serve with Roll Paratha specific chutneys.",227,no,"savory, traditional",Savory,All,yes,yes,no
5142,Tandoori Naan,Pakistani,Bread,"500g Wheat/All-purpose flour, 1 cup Water, 2 tbsp Oil, Salt","1. Sieve the flour and add salt and water gradually. 2. Knead into a soft, elastic dough and apply a thin layer of oil. 3. Cover with a damp cloth and rest for 30-45 minutes. 4. Divide into equal balls, roll into circles with a rolling pin. 5. Cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp Oil.",273,yes,"savory, traditional",Savory,All,yes,yes,yes
5143,Fish Chapli Kabab,Pakistani,Main Course,"1kg Fish, 2 Potato, 1 tbsp Cumin, Oil, Salt",1. Sear meat with ginger-garlic. 2. Add spices and tomatoes. 3. Slow cook until tender. 4. Garnish and serve.,939,no,"spicy, traditional",Spicy,All,no,maybe,no
5144,Ras Malai,Pakistani,Dessert,"2 cups Butter, 1 cup Sugar, Cardamom, Saffron, Nuts",1. Bring milk or water to a rolling boil in a heavy-bottomed pot. 2. Add sugar and stir continuously until fully dissolved. 3. Incorporate the primary flavorings like cardamom or saffron. 4. Lower the heat and simmer until the mixture thickens to the desired consistency. 5. Garnish with chopped nuts and raisins before serving warm or chilled.,431,yes,"sweet, traditional",Sweet,All,no,maybe,no
5145,Kulfi,Pakistani,Dessert,"2 cups Cream, 1 cup Sugar, Cardamom, Saffron, Nuts",1. Bring milk or water to a rolling boil in a heavy-bottomed pot. 2. Add sugar and stir continuously until fully dissolved. 3. Incorporate the primary flavorings like cardamom or saffron. 4. Lower the heat and simmer until the mixture thickens to the desired consistency. 5. Garnish with chopped nuts and raisins before serving warm or chilled.,459,yes,"sweet, traditional",Sweet,All,no,maybe,no
5146,Suji ka Halwa,Pakistani,Dessert,"2 cups Paneer, 1 cup Sugar, Cardamom, Saffron, Nuts",1. Bring milk or water to a rolling boil in a heavy-bottomed pot. 2. Add sugar and stir continuously until fully dissolved. 3. Incorporate the primary flavorings like cardamom or saffron. 4. Lower the heat and simmer until the mixture thickens to the desired consistency. 5. Garnish with chopped nuts and raisins before serving warm or chilled.,492,yes,"sweet, traditional",Sweet,All,no,maybe,no
5147,Gulab Jamun,Pakistani,Dessert,"2 cups Cream, 1 cup Sugar, Cardamom, Saffron, Nuts",1. Bring milk or water to a rolling boil in a heavy-bottomed pot. 2. Add sugar and stir continuously until fully dissolved. 3. Incorporate the primary flavorings like cardamom or saffron. 4. Lower the heat and simmer until the mixture thickens to the desired consistency. 5. Garnish with chopped nuts and raisins before serving warm or chilled.,497,yes,"sweet, traditional",Sweet,All,no,maybe,no
5148,Zarda Rice,Pakistani,Rice,"500g Basmati Rice, Vegetables, Whole spices, Ghee","1. Wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. Sauté whole spices and onions in a pot until golden. 3. Add the meat or vegetables with spices and cook until tender. 4. In a separate pot, boil water with salt and cook rice until 70% done. 5. Layer the rice over the base, add saffron or food color. 6. Seal the pot and simmer (Dum) on low heat for 15-20 minutes to allow flavors to meld.",422,yes,"sweet, traditional",Sweet,All,no,maybe,no
5149,Chicken Saag,Pakistani,Main Course,"1kg Chicken, 2 Potato, 1 tbsp Ajwain, Oil, Salt",1. Sear meat with ginger-garlic. 2. Add spices and tomatoes. 3. Slow cook until tender. 4. Garnish and serve.,799,no,"spicy, traditional",Spicy,All,no,maybe,no
5150,Sugarcane Juice,Pakistani,Drink,"Water/Milk, Tea leaves, Ice/Heat, Saffron",1. Mix base ingredients. 2. Boil if hot drink or blend with ice if cold. 3. Adjust sweetness and serve.,211,yes,"sweet, traditional",Sweet,Summer,yes,yes,yes
5151,Doodh Patti,Pakistani,Drink,"Water/Milk, Salt, Ice/Heat, Saffron",1. Mix base ingredients. 2. Boil if hot drink or blend with ice if cold. 3. Adjust sweetness and serve.,172,yes,"sweet, traditional",Sweet,Winter,yes,yes,yes
5152,Bun Kebab,Pakistani,Snack,"Flour/Besan, Garlic, Oil for frying, Spices","1. In a large bowl, mix the base ingredients with spices like cumin and chili. 2. Add water slowly to achieve a thick, smooth consistency. 3. Dip the prepared fillings into the batter, ensuring even coating. 4. Heat oil in a deep pan and carefully drop the pieces. 5. Fry on medium heat until golden brown and crispy. 6. Drain excess oil and serve with Bun Kebab specific chutneys.",292,no,"spicy, traditional",Spicy,All,yes,yes,no
5153,Zarda Rice,Pakistani,Rice,"500g Basmati Rice, Meat, Whole spices, Ghee","1. Wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. Sauté whole spices and onions in a pot until golden. 3. Add the meat or vegetables with spices and cook until tender. 4. In a separate pot, boil water with salt and cook rice until 70% done. 5. Layer the rice over the base, add saffron or food color. 6. Seal the pot and simmer (Dum) on low heat for 15-20 minutes to allow flavors to meld.",422,yes,"sweet, traditional",Sweet,All,no,maybe,no
5154,Kulfi,Pakistani,Dessert,"2 cups Butter, 1 cup Sugar, Cardamom, Saffron, Nuts",1. Bring milk or water to a rolling boil in a heavy-bottomed pot. 2. Add sugar and stir continuously until fully dissolved. 3. Incorporate the primary flavorings like cardamom or saffron. 4. Lower the heat and simmer until the mixture thickens to the desired consistency. 5. Garnish with chopped nuts and raisins before serving warm or chilled.,373,yes,"sweet, traditional",Sweet,All,no,maybe,no
5155,Mutton Chapli Kabab,Pakistani,Main Course,"1kg Mutton, 2 Ginger, 1 tbsp Coriander powder, Oil, Salt",1. Sear meat with ginger-garlic. 2. Add spices and tomatoes. 3. Slow cook until tender. 4. Garnish and serve.,908,no,"spicy, traditional",Spicy,All,no,maybe,no
5156,Beef Paaya,Pakistani,Main Course,"1kg Beef, 2 Spinach, 1 tbsp Coriander powder, Oil, Salt",1. Sear meat with ginger-garlic. 2. Add spices and tomatoes. 3. Slow cook until tender. 4. Garnish and serve.,796,no,"spicy, traditional",Spicy,All,no,maybe,no
5157,French Fries (Masala),Pakistani,Snack,"Flour/Besan, Lemon, Oil for frying, Spices","1. In a large bowl, mix the base ingredients with spices like cumin and chili. 2. Add water slowly to achieve a thick, smooth consistency. 3. Dip the prepared fillings into the batter, ensuring even coating. 4. Heat oil in a deep pan and carefully drop the pieces. 5. Fry on medium heat until golden brown and crispy. 6. Drain excess oil and serve with French Fries (Masala) specific chutneys.",303,yes,"spicy, traditional",Spicy,All,yes,yes,yes
5158,Dahi Bhallay,Pakistani,Snack,"Flour/Besan, Ginger, Oil for frying, Spices","1. In a large bowl, mix the base ingredients with spices like cumin and chili. 2. Add water slowly to achieve a thick, smooth consistency. 3. Dip the prepared fillings into the batter, ensuring even coating. 4. Heat oil in a deep pan and carefully drop the pieces. 5. Fry on medium heat until golden brown and crispy. 6. Drain excess oil and serve with Dahi Bhallay specific chutneys.",278,yes,"savory, traditional",Savory,All,yes,yes,yes
5159,Zarda Rice,Pakistani,Rice,"500g Basmati Rice, Sugar, Whole spices, Ghee","1. Wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. Sauté whole spices and onions in a pot until golden. 3. Add the meat or vegetables with spices and cook until tender. 4. In a separate pot, boil water with salt and cook rice until 70% done. 5. Layer the rice over the base, add saffron or food color. 6. Seal the pot and simmer (Dum) on low heat for 15-20 minutes to allow flavors to meld.",732,yes,"sweet, traditional",Sweet,All,no,maybe,no
5160,Pakora,Pakistani,Snack,"Flour/Besan, Lemon, Oil for frying, Spices","1. In a large bowl, mix the base ingredients with spices like cumin and chili. 2. Add water slowly to achieve a thick, smooth consistency. 3. Dip the prepared fillings into the batter, ensuring even coating. 4. Heat oil in a deep pan and carefully drop the pieces. 5. Fry on medium heat until golden brown and crispy. 6. Drain excess oil and serve with Pakora specific chutneys.",382,yes,"savory, traditional",Savory,All,yes,maybe,no
5161,Rooh Afza,Pakistani,Drink,"Water/Milk, Salt, Ice/Heat, Saffron",1. Mix base ingredients. 2. Boil if hot drink or blend with ice if cold. 3. Adjust sweetness and serve.,106,yes,"sweet, traditional",Sweet,Summer,yes,yes,yes
5162,Gajar Ka Halwa,Pakistani,Dessert,"2 cups Butter, 1 cup Sugar, Cardamom, Saffron, Nuts",1. Bring milk or water to a rolling boil in a heavy-bottomed pot. 2. Add sugar and stir continuously until fully dissolved. 3. Incorporate the primary flavorings like cardamom or saffron. 4. Lower the heat and simmer until the mixture thickens to the desired consistency. 5. Garnish with chopped nuts and raisins before serving warm or chilled.,319,yes,"sweet, traditional",Sweet,All,no,yes,yes
5163,Roll Paratha,Pakistani,Snack,"Flour/Besan, Garlic, Oil for frying, Spices","1. In a large bowl, mix the base ingredients with spices like cumin and chili. 2. Add water slowly to achieve a thick, smooth consistency. 3. Dip the prepared fillings into the batter, ensuring even coating. 4. Heat oil in a deep pan and carefully drop the pieces. 5. Fry on medium heat until golden brown and crispy. 6. Drain excess oil and serve with Roll Paratha specific chutneys.",313,no,"savory, traditional",Savory,All,yes,yes,no
5164,Chana Pulao,Pakistani,Rice,"500g Basmati Rice, Meat, Whole spices, Ghee","1. Wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. Sauté whole spices and onions in a pot until golden. 3. Add the meat or vegetables with spices and cook until tender. 4. In a separate pot, boil water with salt and cook rice until 70% done. 5. Layer the rice over the base, add saffron or food color. 6. Seal the pot and simmer (Dum) on low heat for 15-20 minutes to allow flavors to meld.",473,yes,"spicy, traditional",Spicy,All,no,maybe,no
5165,Fish Tikka,Pakistani,Main Course,"1kg Fish, 2 Onion, 1 tbsp Black pepper, Oil, Salt",1. Sear meat with ginger-garlic. 2. Add spices and tomatoes. 3. Slow cook until tender. 4. Garnish and serve.,695,no,"spicy, traditional",Spicy,All,no,maybe,no
5166,Prawns Daal,Pakistani,Main Course,"1kg Prawns, 2 Green Chili, 1 tbsp Cumin, Oil, Salt",1. Sear meat with ginger-garlic. 2. Add spices and tomatoes. 3. Slow cook until tender. 4. Garnish and serve.,733,no,"spicy, traditional",Spicy,All,no,maybe,no
5167,Fish Tikka,Pakistani,Main Course,"1kg Fish, 2 Onion, 1 tbsp Coriander powder, Oil, Salt",1. Sear meat with ginger-garlic. 2. Add spices and tomatoes. 3. Slow cook until tender. 4. Garnish and serve.,863,no,"spicy, traditional",Spicy,All,no,maybe,no
5168,Prawns Handi,Pakistani,Main Course,"1kg Prawns, 2 Ginger, 1 tbsp Red chili, Oil, Salt",1. Sear meat with ginger-garlic. 2. Add spices and tomatoes. 3. Slow cook until tender. 4. Garnish and serve.,521,no,"spicy, traditional",Spicy,All,no,maybe,no
5169,Mutton Biryani,Pakistani,Rice,"500g Basmati Rice, Meat, Whole spices, Ghee","1. Wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. Sauté whole spices and onions in a pot until golden. 3. Add the meat or vegetables with spices and cook until tender. 4. In a separate pot, boil water with salt and cook rice until 70% done. 5. Layer the rice over the base, add saffron or food color. 6. Seal the pot and simmer (Dum) on low heat for 15-20 minutes to allow flavors to meld.",772,no,"spicy, traditional",Spicy,All,no,maybe,no
5170,Tandoori Naan,Pakistani,Bread,"500g Wheat/All-purpose flour, 1 cup Water, 2 tbsp Ghee, Salt","1. Sieve the flour and add salt and water gradually. 2. Knead into a soft, elastic dough and apply a thin layer of oil. 3. Cover with a damp cloth and rest for 30-45 minutes. 4. Divide into equal balls, roll into circles with a rolling pin. 5. Cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp Ghee.",217,yes,"savory, traditional",Savory,All,yes,yes,yes
5171,Kheer,Pakistani,Dessert,"2 cups Butter, 1 cup Sugar, Cardamom, Saffron, Nuts",1. Bring milk or water to a rolling boil in a heavy-bottomed pot. 2. Add sugar and stir continuously until fully dissolved. 3. Incorporate the primary flavorings like cardamom or saffron. 4. Lower the heat and simmer until the mixture thickens to the desired consistency. 5. Garnish with chopped nuts and raisins before serving warm or chilled.,338,yes,"sweet, traditional",Sweet,All,no,yes,yes
